VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
PASSENGER	ACUR	ARL	2012	9	5	2	0	1	0	0	0	17
PASSENGER	ACUR	ARL	2011	5	3	0	0	0	0	0	0	8
PASSENGER	ACUR	ARL	2010	45	11	4	0	1	2	0	0	63
PASSENGER	ACUR	ARL	2009	30	18	4	1	4	0	0	1	58
PASSENGER	ACUR	ARL	2008	63	26	8	4	7	1	0	1	110
PASSENGER	ACUR	ARL	2007	44	16	9	4	9	0	0	0	82
PASSENGER	ACUR	ARL	2006	55	37	10	6	3	2	0	3	116
PASSENGER	ACUR	ARL	2005	164	152	57	43	26	6	0	3	451
PASSENGER	ACUR	ATL	2014	16	4	1	0	1	0	0	0	22
PASSENGER	ACUR	ATL	2013	133	38	7	2	9	0	0	0	189
PASSENGER	ACUR	ATL	2012	742	198	46	17	61	5	1	4	1074
PASSENGER	ACUR	ATL	2011	202	39	14	5	17	0	0	0	277
PASSENGER	ACUR	ATL	2010	494	119	42	9	26	8	0	6	704
PASSENGER	ACUR	ATL	2009	628	196	66	21	73	5	0	4	993
PASSENGER	ACUR	ATL	2008	1041	400	142	95	159	15	0	25	1877
PASSENGER	ACUR	ATL	2007	632	271	114	78	105	5	0	22	1227
PASSENGER	ACUR	ATL	2005	1049	896	272	297	211	34	3	66	2828
PASSENGER	ACUR	ATL	2004	945	1147	324	420	205	46	1	79	3167
PASSENGER	ACUR	AWT	2014	39	19	0	0	7	1	0	0	66
PASSENGER	ACUR	AWT	2013	54	16	7	1	15	1	0	0	94
PASSENGER	ACUR	AWT	2012	1200	376	80	20	196	22	0	7	1901
PASSENGER	ACUR	AWT	2011	159	56	10	8	27	1	0	3	264
PASSENGER	ACUR	AWT	2010	575	172	67	24	79	5	0	3	925
PASSENGER	ACUR	AWT	2009	568	240	75	15	90	7	0	10	1005
PASSENGER	ACUR	CCS	2011	134	30	12	4	14	0	0	0	194
PASSENGER	ACUR	CCS	2009	619	128	61	35	62	3	0	2	910
PASSENGER	ACUR	CCS	2008	616	208	96	60	100	10	0	14	1104
PASSENGER	ACUR	CCS	2007	278	102	29	40	28	4	0	4	485
PASSENGER	ACUR	CDX	2018	0	1	0	0	0	0	0	0	1
PASSENGER	ACUR	CDX	2017	999	135	14	2	86	5	0	2	1243
PASSENGER	ACUR	CDX	2016	778	123	19	1	61	0	1	2	985
PASSENGER	ACUR	CEP	2005	500	492	138	296	70	27	0	30	1553
PASSENGER	ACUR	CEP	2004	350	446	144	280	80	29	0	29	1358
PASSENGER	ACUR	CEP	2003	321	673	124	463	83	24	0	42	1730
PASSENGER	ACUR	CEP	2002	351	1034	195	715	103	38	0	64	2500
PASSENGER	ACUR	CEP	2001	278	1127	210	785	118	45	0	74	2637
PASSENGER	ACUR	CET	2005	301	293	75	176	45	15	0	14	919
PASSENGER	ACUR	CET	2004	157	201	59	141	22	4	0	7	591
PASSENGER	ACUR	CET	2003	187	342	68	231	45	22	0	14	909
PASSENGER	ACUR	CET	2002	223	560	81	385	83	17	0	27	1376
PASSENGER	ACUR	CET	2001	183	690	140	545	73	33	0	40	1704
PASSENGER	ACUR	CID	2015	79	13	1	1	7	0	0	0	101
PASSENGER	ACUR	CID	2014	135	26	6	4	11	0	0	0	182
PASSENGER	ACUR	CPN	2007	404	147	61	59	45	4	0	4	724
PASSENGER	ACUR	CST	2006	387	218	96	103	65	6	0	8	883
PASSENGER	ACUR	CSX	2006	683	291	121	153	82	15	0	16	1361
PASSENGER	ACUR	CSX	2005	1	0	1	1	1	0	0	0	4
PASSENGER	ACUR	CSX	2004	2	4	1	3	0	0	0	0	10
PASSENGER	ACUR	CSX	2003	29	49	9	26	17	1	0	5	136
PASSENGER	ACUR	CSX	2002	65	237	65	167	57	15	0	28	634
PASSENGER	ACUR	CTP	2011	562	77	44	14	51	3	0	2	753
PASSENGER	ACUR	CTP	2010	683	116	60	29	80	3	0	3	974
PASSENGER	ACUR	CTP	2009	163	28	12	9	11	0	0	4	227
PASSENGER	ACUR	CTP	2008	207	66	31	21	26	3	0	1	355
PASSENGER	ACUR	CTX	2013	236	25	6	2	5	0	0	0	274
PASSENGER	ACUR	CTX	2012	492	87	23	9	45	0	0	2	658
PASSENGER	ACUR	CTX	2011	74	8	2	0	3	1	0	0	88
PASSENGER	ACUR	CTX	2010	207	31	12	5	21	3	0	3	282
PASSENGER	ACUR	C1P	2000	116	750	222	501	82	38	0	41	1750
PASSENGER	ACUR	C1P	1999	60	539	169	430	54	18	1	32	1303
PASSENGER	ACUR	C1P	1998	77	996	206	705	106	51	0	61	2202
PASSENGER	ACUR	IES	2022	91	4	1	0	1	0	0	0	97
PASSENGER	ACUR	IES	2021	89	8	0	0	0	0	0	0	97
PASSENGER	ACUR	IES	2020	237	39	7	0	5	0	0	0	288
PASSENGER	ACUR	IES	2019	296	34	8	0	10	0	0	0	348
PASSENGER	ACUR	IES	2018	85	7	1	1	3	0	0	0	97
PASSENGER	ACUR	IES	2017	228	33	7	1	17	0	0	0	286
PASSENGER	ACUR	IES	2016	292	43	8	3	17	1	0	0	364
PASSENGER	ACUR	IPT	2022	195	4	0	0	2	0	0	0	201
PASSENGER	ACUR	IPT	2021	118	13	0	0	1	0	0	0	132
PASSENGER	ACUR	IPT	2020	377	43	6	0	4	0	0	0	430
PASSENGER	ACUR	IPT	2019	467	69	3	1	11	2	0	1	554
PASSENGER	ACUR	IPT	2018	568	61	10	1	30	1	0	0	671
PASSENGER	ACUR	IPT	2017	1264	222	31	6	91	1	0	0	1615
PASSENGER	ACUR	IPT	2016	1002	145	40	10	53	5	0	3	1258
PASSENGER	ACUR	IWP	2023	368	3	0	0	0	0	0	0	371
PASSENGER	ACUR	IWP	2022	3	0	0	0	0	0	0	0	3
PASSENGER	ACUR	IWP	2021	3	1	0	0	0	0	0	0	4
PASSENGER	ACUR	IWP	2020	11	2	0	0	0	0	0	0	13
PASSENGER	ACUR	IWP	2019	49	4	1	0	0	0	0	0	54
PASSENGER	ACUR	IWP	2018	27	2	0	0	1	0	0	0	30
PASSENGER	ACUR	IWP	2017	63	10	1	0	7	0	0	0	81
PASSENGER	ACUR	IWP	2016	86	16	2	0	11	0	0	0	115
PASSENGER	ACUR	I2P	2015	228	44	11	6	12	1	0	0	302
PASSENGER	ACUR	I2P	2014	480	61	15	8	36	1	0	0	601
PASSENGER	ACUR	I2P	2013	919	139	42	18	90	2	0	3	1213
PASSENGER	ACUR	I2T	2015	163	27	11	1	12	0	0	0	214
PASSENGER	ACUR	I2T	2014	302	36	19	3	14	0	0	4	378
PASSENGER	ACUR	I2T	2013	627	112	36	7	59	3	0	1	845
PASSENGER	ACUR	I20	2015	45	13	5	1	3	0	0	0	67
PASSENGER	ACUR	I20	2014	80	15	7	2	7	0	0	0	111
PASSENGER	ACUR	I20	2013	155	30	13	3	15	2	0	0	218
PASSENGER	ACUR	MDX	2023	1312	9	0	0	0	0	0	1	1322
PASSENGER	ACUR	MDX	2022	2874	246	7	0	9	4	0	0	3140
PASSENGER	ACUR	MDX	2020	1965	261	37	0	36	1	0	3	2303
PASSENGER	ACUR	MDX	2019	2692	353	42	2	85	6	0	0	3180
PASSENGER	ACUR	MDX	2018	1481	183	17	1	77	1	0	3	1763
PASSENGER	ACUR	MDX	2017	2467	392	30	0	241	2	0	0	3132
PASSENGER	ACUR	MDX	2016	2219	366	51	3	169	8	0	3	2819
PASSENGER	ACUR	MDX	2015	1512	236	59	3	94	7	1	1	1913
PASSENGER	ACUR	MDX	2014	2206	487	84	13	144	11	0	3	2948
PASSENGER	ACUR	MDX	2013	1374	349	62	8	75	7	0	4	1879
PASSENGER	ACUR	MDX	2012	1813	410	80	9	136	13	0	2	2463
PASSENGER	ACUR	MDX	2011	1959	496	104	23	163	36	0	4	2785
PASSENGER	ACUR	MDX	2010	1627	519	145	13	133	18	0	6	2461
PASSENGER	ACUR	MDX	2009	2185	662	187	42	205	37	0	5	3323
PASSENGER	ACUR	MDX	2008	2028	990	301	70	263	43	1	29	3725
PASSENGER	ACUR	MDX	2007	1495	924	287	77	198	43	1	28	3053
PASSENGER	ACUR	MDX	2006	943	899	235	239	151	30	1	33	2531
PASSENGER	ACUR	MDX	2005	918	1148	297	289	140	55	2	43	2892
PASSENGER	ACUR	MDX	2004	685	1248	338	342	126	59	1	46	2845
PASSENGER	ACUR	MDX	2003	473	1490	345	419	134	63	2	49	2975
PASSENGER	ACUR	MDX	2002	348	1402	276	420	152	63	2	37	2700
PASSENGER	ACUR	MDX	2001	162	1225	238	344	119	62	1	49	2200
PASSENGER	ACUR	RDX	2023	162	1	0	0	0	0	0	0	163
PASSENGER	ACUR	RDX	2022	2538	48	1	0	9	0	0	0	2596
PASSENGER	ACUR	RDX	2021	4393	368	111	0	49	3	0	5	4929
PASSENGER	ACUR	RDX	2020	4735	474	114	2	118	5	0	1	5449
PASSENGER	ACUR	RDX	2019	3844	462	87	1	149	4	0	1	4548
PASSENGER	ACUR	RDX	2018	3075	341	36	2	177	6	0	1	3638
PASSENGER	ACUR	RDX	2017	4434	557	44	2	330	6	0	2	5375
PASSENGER	ACUR	RDX	2016	2506	260	21	4	154	8	0	0	2953
PASSENGER	ACUR	RDX	2015	2462	381	44	12	190	3	0	0	3092
PASSENGER	ACUR	RDX	2014	2342	402	40	17	187	9	0	3	3000
PASSENGER	ACUR	RDX	2013	2214	421	64	16	195	8	0	2	2920
PASSENGER	ACUR	RDX	2012	540	159	20	10	64	15	0	0	808
PASSENGER	ACUR	RDX	2011	961	241	41	16	82	9	0	2	1352
PASSENGER	ACUR	RDX	2010	915	224	66	21	72	18	0	5	1321
PASSENGER	ACUR	RDX	2009	810	247	62	30	105	15	0	3	1272
PASSENGER	ACUR	RDX	2008	1295	544	153	50	191	20	0	10	2263
PASSENGER	ACUR	RDX	2007	1137	482	145	64	149	24	0	18	2019
PASSENGER	ACUR	RST	2006	115	78	60	12	28	2	0	7	302
PASSENGER	ACUR	RST	2005	95	103	65	18	24	1	0	13	319
PASSENGER	ACUR	RST	2004	55	83	41	12	18	0	0	8	217
PASSENGER	ACUR	RST	2003	138	252	137	49	52	6	0	20	654
PASSENGER	ACUR	RST	2002	216	549	250	138	121	23	0	46	1343
PASSENGER	ACUR	RSX	2006	323	216	87	83	60	5	0	15	789
PASSENGER	ACUR	RSX	2005	324	332	123	161	85	8	0	26	1059
PASSENGER	ACUR	RSX	2004	134	230	64	99	51	8	0	18	604
PASSENGER	ACUR	RSX	2003	364	665	157	340	129	19	0	68	1742
PASSENGER	ACUR	RSX	2002	361	1017	271	544	220	60	0	97	2570
PASSENGER	ACUR	TAA	2014	100	35	6	1	17	0	0	0	159
PASSENGER	ACUR	TAA	2013	187	58	13	1	18	1	0	2	280
PASSENGER	ACUR	TAT	2014	178	57	9	0	34	0	0	2	280
PASSENGER	ACUR	TAT	2013	261	76	9	4	35	2	0	1	388
PASSENGER	ACUR	TLT	2014	74	23	3	1	3	1	0	0	105
PASSENGER	ACUR	TLT	2013	203	60	9	3	8	1	0	0	284
PASSENGER	ACUR	TLX	2020	4	2	0	0	0	0	0	0	6
PASSENGER	ACUR	TLX	2019	33	11	1	0	2	0	0	0	47
PASSENGER	ACUR	TLX	2018	59	9	3	0	2	0	0	0	73
PASSENGER	ACUR	TLX	2017	67	12	0	0	10	0	0	0	89
PASSENGER	ACUR	TLX	2016	75	13	3	0	6	0	0	0	97
PASSENGER	ACUR	TLX	2015	285	40	7	1	23	0	0	0	356
PASSENGER	ACUR	TST	2014	1	0	0	0	0	0	0	0	1
PASSENGER	ACUR	TST	2013	109	12	5	0	5	0	0	0	131
PASSENGER	ACUR	TST	2012	224	47	13	6	16	0	0	0	306
PASSENGER	ACUR	TSX	2014	2	0	0	0	0	0	0	0	2
PASSENGER	ACUR	TSX	2013	2	1	0	1	0	0	0	0	4
PASSENGER	ACUR	TSX	2012	160	31	12	2	15	3	0	0	223
PASSENGER	ACUR	TSX	2011	241	45	15	2	18	2	0	1	324
PASSENGER	ACUR	TSX	2010	827	177	47	20	52	3	0	7	1133
PASSENGER	ACUR	TSX	2009	1328	375	139	77	114	8	0	21	2062
PASSENGER	ACUR	TSX	2008	584	196	85	51	67	4	0	12	999
PASSENGER	ACUR	TSX	2007	493	145	74	43	45	3	0	13	816
PASSENGER	ACUR	TSX	2006	841	364	130	111	89	12	0	16	1563
PASSENGER	ACUR	TSX	2005	993	568	197	223	123	20	0	38	2162
PASSENGER	ACUR	TSX	2004	1197	1163	356	494	194	40	0	95	3539
PASSENGER	ACUR	TXB	2020	1	0	0	0	0	0	0	0	1
PASSENGER	ACUR	TXB	2019	36	10	1	0	2	0	0	0	49
PASSENGER	ACUR	TXB	2018	46	12	4	0	12	0	0	0	74
PASSENGER	ACUR	TXB	2016	55	11	2	1	7	0	0	0	76
PASSENGER	ACUR	TXB	2015	160	62	9	1	21	0	0	0	253
PASSENGER	ACUR	TXT	2022	664	15	4	0	2	0	0	0	685
PASSENGER	ACUR	TXT	2021	1351	154	17	0	22	0	0	1	1545
PASSENGER	ACUR	TXT	2020	1681	255	42	1	38	2	0	3	2022
PASSENGER	ACUR	TXT	2019	1744	300	32	0	63	6	0	1	2146
PASSENGER	ACUR	TXT	2018	1569	257	45	0	133	5	0	8	2017
PASSENGER	ACUR	TXT	2017	849	159	18	5	117	1	0	1	1150
PASSENGER	ACUR	TXT	2016	886	187	20	7	85	2	0	1	1188
PASSENGER	ACUR	TXT	2015	1842	326	60	22	120	4	0	4	2378
PASSENGER	ACUR	TYS	2008	370	161	78	18	94	3	0	10	734
PASSENGER	ACUR	TYS	2007	279	123	65	20	64	5	0	9	565
PASSENGER	ACUR	ZDX	2013	13	7	2	0	1	0	0	0	23
PASSENGER	ACUR	ZDX	2012	5	3	0	0	1	0	0	0	9
PASSENGER	ACUR	ZDX	2011	38	18	15	0	11	3	0	1	86
PASSENGER	ACUR	ZDX	2010	171	191	51	1	29	14	0	0	457
PASSENGER	ACUR	2TL	2018	143	29	3	0	10	0	0	0	185
PASSENGER	ACUR	2TL	2017	188	51	3	1	29	1	0	2	275
PASSENGER	ACUR	2TL	2016	292	71	7	1	34	1	0	0	406
PASSENGER	ACUR	2TL	2015	671	160	33	6	73	0	0	3	946
PASSENGER	ACUR	3TS	2003	151	461	99	263	45	21	1	19	1060
PASSENGER	ACUR	3TS	2002	163	652	136	401	79	39	0	24	1494
PASSENGER	ACUR	32T	2006	1254	837	248	304	224	27	0	49	2943
PASSENGER	ACUR	32T	2003	349	1141	212	736	127	50	0	56	2671
PASSENGER	ACUR	32T	2002	219	880	161	552	67	44	1	29	1953
PASSENGER	ACUR	32T	2001	103	539	96	301	56	26	0	31	1152
PASSENGER	ACUR	32T	2000	317	1826	339	1295	169	86	1	98	4131
PASSENGER	ACUR	32T	1999	228	2086	338	1390	220	106	0	117	4485
PASSENGER	ACUR	32T	1998	12	270	33	141	28	3	0	4	491
PASSENGER	ACUR	32T	1997	24	331	50	235	35	13	0	11	699
PASSENGER	ACUR	32T	1996	15	370	65	257	37	12	0	12	768
PASSENGER	ACUR	35R	2004	25	43	7	14	1	1	1	4	96
PASSENGER	ACUR	35R	2003	33	37	7	20	6	1	1	1	106
PASSENGER	ACUR	35R	2002	52	125	21	69	13	4	0	6	290
PASSENGER	ACUR	35R	2001	11	44	8	25	10	3	1	0	102
PASSENGER	ACUR	35R	2000	51	117	36	81	19	7	0	10	321
PASSENGER	ACUR	35R	1999	30	180	31	105	25	8	0	7	386
PASSENGER	ACUR	35R	1998	31	289	40	155	49	14	0	12	590
PASSENGER	ACUR	35R	1997	22	355	61	170	47	10	1	10	676
PASSENGER	ACUR	35R	1996	14	213	45	129	23	5	0	9	438
PASSENGER	ACUR	***	2022	4	2	0	0	0	0	0	0	6
PASSENGER	ACUR	***	2021	2	3	0	0	0	0	0	0	5
PASSENGER	ACUR	***	2020	22	6	1	0	1	0	0	0	30
PASSENGER	ACUR	***	2019	15	7	0	0	1	1	0	0	24
PASSENGER	ACUR	***	2018	39	9	3	0	2	0	0	0	53
PASSENGER	ACUR	***	2017	142	36	7	0	18	0	0	1	204
PASSENGER	ACUR	***	2016	32	8	1	0	6	0	0	0	47
PASSENGER	ACUR	***	2015	90	15	5	0	3	0	0	0	113
PASSENGER	ACUR	***	2014	350	119	18	5	33	3	0	0	528
PASSENGER	ACUR	***	2013	267	60	16	6	34	1	0	1	385
PASSENGER	ACUR	***	2012	67	17	1	1	5	1	0	0	92
PASSENGER	ACUR	***	2010	27	9	3	1	6	1	0	1	48
PASSENGER	ACUR	***	2009	30	7	6	3	7	0	0	0	53
PASSENGER	ACUR	***	2008	64	25	11	4	27	0	0	3	134
PASSENGER	ACUR	***	2007	96	68	25	20	23	4	0	11	247
PASSENGER	ACUR	***	2006	122	108	31	32	18	1	0	6	318
PASSENGER	ACUR	***	2005	3	6	1	0	1	0	0	0	11
PASSENGER	ACUR	***	2004	4	3	0	0	2	0	0	0	9
PASSENGER	ACUR	***	2003	168	349	88	202	51	19	1	26	904
PASSENGER	ACUR	***	2002	13	36	4	23	11	4	0	3	94
PASSENGER	ACUR	***	2001	235	1108	284	529	135	42	0	69	2402
PASSENGER	ACUR	***	2000	325	2017	548	1340	285	82	0	128	4725
PASSENGER	ACUR	***	1999	169	1650	403	1197	267	76	0	97	3859
PASSENGER	ACUR	***	1998	224	2447	635	1604	410	108	1	154	5583
PASSENGER	ACUR	***	1997	189	3555	718	2517	548	165	2	222	7916
PASSENGER	ACUR	***	1996	112	1666	391	1058	270	74	0	104	3675
PASSENGER	ACUR	***	1995	123	2328	529	1513	427	94	0	142	5156
PASSENGER	ACUR	***	1994	72	2044	426	1358	409	110	1	137	4557
PASSENGER	ACUR	***	1993	53	1739	293	1116	281	83	0	77	3642
PASSENGER	ACUR	***	1992	126	4051	699	2554	726	187	0	191	8534
PASSENGER	ACUR	***	1991	165	3467	530	1986	711	153	1	131	7144
PASSENGER	ACUR	***	1990	47	4659	653	2733	874	197	0	118	9281
PASSENGER	ACUR	***	1989	9	1598	204	982	256	66	0	8	3123
PASSENGER	ACUR	***	1988	3	1843	213	1178	321	89	0	6	3653
PASSENGER	ACUR	***	1987	3	2060	195	1232	361	74	0	0	3925
PASSENGER	ACUR	***	1986	0	33	3	14	5	3	0	0	58
PASSENGER	ALFA	FAG	2023	12	1	0	0	0	0	0	0	13
PASSENGER	ALFA	FAG	2022	88	3	0	0	0	0	0	0	91
PASSENGER	ALFA	FAG	2021	82	8	3	0	2	0	0	0	95
PASSENGER	ALFA	FAG	2020	58	7	1	0	2	0	0	0	68
PASSENGER	ALFA	FAG	2019	63	9	4	0	7	2	0	0	85
PASSENGER	ALFA	FAG	2018	210	40	6	0	26	5	0	0	287
PASSENGER	ALFA	FAG	2017	324	70	18	2	34	1	0	0	449
PASSENGER	ALFA	PAG	2023	35	0	0	0	0	0	0	0	35
PASSENGER	ALFA	PAG	2022	233	11	1	0	0	0	0	0	245
PASSENGER	ALFA	PAG	2021	244	26	3	0	2	0	0	0	275
PASSENGER	ALFA	PAG	2020	152	16	1	0	2	0	0	0	171
PASSENGER	ALFA	PAG	2019	167	21	4	0	6	0	0	1	199
PASSENGER	ALFA	STE	2018	574	137	22	1	79	7	0	0	820
PASSENGER	ALFA	***	2020	4	1	1	0	0	0	0	0	6
PASSENGER	ALFA	***	2019	2	2	0	0	1	0	0	0	5
PASSENGER	ALFA	***	2018	8	4	0	0	1	0	0	0	13
PASSENGER	ALFA	***	2017	21	2	1	0	5	0	0	0	29
PASSENGER	ALFA	***	2016	29	20	1	0	7	0	0	1	58
PASSENGER	ALFA	***	2015	68	23	3	0	4	1	0	0	99
PASSENGER	ALFA	***	2014	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	2009	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2008	5	1	0	0	0	0	0	0	6
PASSENGER	ALFA	***	2007	3	3	0	0	0	0	0	0	6
PASSENGER	ALFA	***	2006	2	0	0	0	0	0	0	0	2
PASSENGER	ALFA	***	2005	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2004	4	1	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2003	4	1	0	0	0	0	0	0	5
PASSENGER	ALFA	***	2002	0	1	0	0	2	0	0	0	3
PASSENGER	ALFA	***	2001	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	2000	1	1	0	0	0	0	0	0	2
PASSENGER	ALFA	***	1999	3	1	2	0	0	0	0	0	6
PASSENGER	ALFA	***	1998	10	11	1	0	3	0	0	1	26
PASSENGER	ALFA	***	1997	5	6	2	0	3	1	0	0	17
PASSENGER	ALFA	***	1996	11	10	2	0	6	1	0	0	30
PASSENGER	ALFA	***	1995	4	7	1	1	0	0	0	0	13
PASSENGER	ALFA	***	1994	9	25	1	4	4	0	0	2	45
PASSENGER	ALFA	***	1993	27	11	4	0	5	0	0	2	49
PASSENGER	ALFA	***	1992	50	80	9	9	23	2	0	2	175
PASSENGER	ALFA	***	1991	102	205	36	37	33	3	0	9	425
PASSENGER	ALFA	***	1990	26	24	2	0	3	0	0	3	58
PASSENGER	ALFA	***	1989	59	76	11	7	12	0	0	2	167
PASSENGER	ALFA	***	1988	68	90	22	12	24	1	0	3	220
PASSENGER	ALFA	***	1987	104	190	33	23	37	2	0	4	393
PASSENGER	ALFA	***	1986	78	63	13	0	22	1	0	1	178
PASSENGER	ALFA	***	1985	26	30	5	1	5	0	0	0	67
PASSENGER	ALFA	***	1984	37	42	9	1	8	0	0	0	97
PASSENGER	ALFA	***	1983	26	61	11	5	4	1	0	0	108
PASSENGER	ALFA	***	1982	9	26	3	0	4	1	0	0	43
PASSENGER	ALFA	***	1981	15	43	4	0	7	2	0	0	71
PASSENGER	ALFA	***	1980	8	15	4	0	2	0	0	0	29
PASSENGER	ALFA	***	1979	16	31	5	2	7	0	0	2	63
PASSENGER	ALFA	***	1978	10	39	10	6	4	1	0	0	70
PASSENGER	ALFA	***	1977	23	46	10	3	6	1	0	0	89
PASSENGER	ALFA	***	1976	30	201	51	40	25	4	0	3	354
PASSENGER	ALFA	***	1975	22	138	29	17	12	3	0	2	223
PASSENGER	ALFA	***	1974	44	161	41	19	15	5	0	2	287
PASSENGER	ALFA	***	1973	26	137	42	16	10	4	0	1	236
PASSENGER	ALFA	***	1972	12	86	31	12	11	1	0	0	153
PASSENGER	ALFA	***	1971	40	165	58	18	12	6	0	2	301
PASSENGER	ALFA	***	1970	25	81	30	8	4	2	0	1	151
PASSENGER	ALFA	***	1969	35	103	66	11	9	2	0	1	227
PASSENGER	ALFA	***	1968	9	19	7	1	3	0	0	0	39
PASSENGER	ALFA	***	1967	10	28	10	0	1	1	0	0	50
PASSENGER	ALFA	***	1966	4	14	7	0	3	0	0	1	29
PASSENGER	ALFA	***	1965	6	7	4	0	0	0	0	0	17
PASSENGER	ALFA	***	1964	3	4	5	1	1	0	0	0	14
PASSENGER	ALFA	***	1963	6	1	7	0	2	0	0	0	16
PASSENGER	ALFA	***	1962	3	5	3	0	2	0	0	0	13
PASSENGER	ALFA	***	1961	2	9	2	0	2	0	0	0	15
PASSENGER	ALFA	***	1960	0	5	7	1	2	0	0	0	15
PASSENGER	ALFA	***	1959	2	8	5	0	0	0	0	0	15
PASSENGER	ALFA	***	1958	0	1	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1957	1	3	0	0	0	0	0	0	4
PASSENGER	ALFA	***	1956	1	0	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1955	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1954	1	2	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1953	0	3	0	0	0	0	0	0	3
PASSENGER	ALFA	***	1952	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1949	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1948	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1947	0	1	0	0	0	0	0	0	1
PASSENGER	ALFA	***	1932	1	0	1	0	0	0	0	0	2
PASSENGER	ALFA	***	1931	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1929	0	0	1	0	0	0	0	0	1
PASSENGER	ALFA	***	1927	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1988	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1987	0	2	0	0	1	0	0	0	3
PASSENGER	AMER	JEE	1986	90	483	103	40	75	13	0	5	809
PASSENGER	AMER	JEE	1985	89	649	131	57	117	14	0	14	1071
PASSENGER	AMER	JEE	1984	66	489	84	40	92	14	0	5	790
PASSENGER	AMER	JEE	1983	56	330	54	23	63	13	0	4	543
PASSENGER	AMER	JEE	1982	31	347	53	38	65	11	0	7	552
PASSENGER	AMER	JEE	1981	61	750	97	114	116	22	0	7	1167
PASSENGER	AMER	JEE	1980	50	829	134	92	113	20	0	4	1242
PASSENGER	AMER	JEE	1979	63	1470	242	228	150	48	0	5	2206
PASSENGER	AMER	JEE	1978	44	1152	200	167	124	32	0	3	1722
PASSENGER	AMER	JEE	1977	26	995	166	124	101	22	0	0	1434
PASSENGER	AMER	JEE	1976	11	614	119	112	54	23	0	0	933
PASSENGER	AMER	JEE	1975	12	308	65	46	25	9	0	0	465
PASSENGER	AMER	JEE	1974	10	493	116	72	26	11	0	1	729
PASSENGER	AMER	JEE	1973	7	347	73	40	22	11	0	0	500
PASSENGER	AMER	JEE	1972	4	212	47	20	11	6	0	0	300
PASSENGER	AMER	JEE	1971	4	87	35	11	3	5	0	0	145
PASSENGER	AMER	JEE	1970	1	76	24	4	1	1	0	0	107
PASSENGER	AMER	JEE	1969	5	123	27	9	1	2	0	0	167
PASSENGER	AMER	JEE	1968	3	116	26	7	3	8	0	0	163
PASSENGER	AMER	JEE	1967	3	99	25	8	3	2	0	0	140
PASSENGER	AMER	JEE	1966	1	62	14	7	2	2	0	0	88
PASSENGER	AMER	JEE	1965	2	26	9	6	0	1	0	0	44
PASSENGER	AMER	JEE	1964	1	20	4	4	0	0	0	0	29
PASSENGER	AMER	JEE	1963	0	6	0	0	0	0	0	0	6
PASSENGER	AMER	JEE	1962	0	2	3	0	0	0	0	0	5
PASSENGER	AMER	JEE	1961	0	3	2	0	1	0	0	0	6
PASSENGER	AMER	JEE	1960	0	3	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1959	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1958	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	JEE	1957	0	2	2	0	0	0	0	0	4
PASSENGER	AMER	JEE	1956	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1954	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1953	5	36	15	1	2	2	0	0	61
PASSENGER	AMER	JEE	1952	9	17	8	0	0	0	0	0	34
PASSENGER	AMER	JEE	1951	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1950	1	2	1	0	0	0	0	0	4
PASSENGER	AMER	JEE	1949	1	1	1	0	0	1	0	0	4
PASSENGER	AMER	JEE	1948	0	3	1	0	1	0	0	0	5
PASSENGER	AMER	JEE	1947	0	3	0	0	0	0	0	0	3
PASSENGER	AMER	JEE	1946	1	2	2	0	0	0	0	0	5
PASSENGER	AMER	JEE	1945	1	1	0	0	0	0	0	0	2
PASSENGER	AMER	JEE	1942	0	1	1	0	0	0	0	0	2
PASSENGER	AMER	JEE	1941	0	1	0	0	0	0	0	0	1
PASSENGER	AMER	W/Y	1992	9	90	16	10	19	3	0	6	153
PASSENGER	AMER	W/Y	1991	104	978	166	116	284	34	0	47	1729
