VEHICLE_CLASS	MAKE	MODEL	MODEL-YEAR	FIT-ACTIVE	FIT-INACTIVE	UNFIT	WRECKED	OUT-OF-PROV	SOLD	SUSPENDED	TEMPORARY	TOTAL
TRAILER	PARK	***	2013	5	0	0	0	0	0	0	0	5
TRAILER	PARK	***	2012	5	0	0	0	0	0	0	0	5
TRAILER	PARK	***	2011	38	7	0	0	1	0	0	0	46
TRAILER	PARK	***	2010	11	2	0	0	1	0	0	0	14
TRAILER	PARK	***	2009	4	0	0	0	0	0	0	0	4
TRAILER	PARK	***	2008	1	1	0	0	0	0	0	0	2
TRAILER	PARK	***	2007	3	0	0	0	0	0	0	0	3
TRAILER	PARK	***	2006	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	2005	3	1	0	0	0	0	0	0	4
TRAILER	PARK	***	2004	6	0	0	0	2	0	0	0	8
TRAILER	PARK	***	2003	5	0	0	0	4	0	0	0	9
TRAILER	PARK	***	2002	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	2001	1	1	0	0	0	0	0	0	2
TRAILER	PARK	***	2000	1	0	0	0	0	0	0	0	1
TRAILER	PARK	***	1999	1	1	0	0	0	0	0	0	2
TRAILER	PARK	***	1998	5	0	0	0	0	0	0	0	5
TRAILER	PARK	***	1997	4	1	0	0	0	0	0	0	5
TRAILER	PARK	***	1996	3	0	0	0	0	0	0	0	3
TRAILER	PARK	***	1995	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	1994	3	2	0	0	0	0	0	0	5
TRAILER	PARK	***	1993	14	1	0	0	5	0	0	0	20
TRAILER	PARK	***	1992	4	9	0	0	0	0	0	0	13
TRAILER	PARK	***	1991	6	11	0	0	0	0	0	0	17
TRAILER	PARK	***	1990	5	30	0	0	1	0	0	0	36
TRAILER	PARK	***	1989	7	17	0	0	2	0	0	0	26
TRAILER	PARK	***	1988	9	8	0	0	0	0	0	0	17
TRAILER	PARK	***	1987	1	23	0	0	1	0	0	0	25
TRAILER	PARK	***	1986	8	26	0	0	0	0	0	0	34
TRAILER	PARK	***	1985	9	25	0	0	1	0	0	0	35
TRAILER	PARK	***	1984	1	5	0	0	0	0	0	0	6
TRAILER	PARK	***	1983	6	6	0	0	0	0	0	0	12
TRAILER	PARK	***	1982	8	11	0	0	0	0	0	0	19
TRAILER	PARK	***	1981	1	11	0	0	0	0	0	0	12
TRAILER	PARK	***	1980	1	4	0	0	0	0	0	0	5
TRAILER	PARK	***	1979	4	8	0	0	0	0	0	0	12
TRAILER	PARK	***	1978	13	1	0	0	1	0	0	0	15
TRAILER	PARK	***	1977	71	15	0	0	4	3	0	0	93
TRAILER	PARK	***	1976	296	58	1	1	12	3	0	0	371
TRAILER	PARK	***	1975	178	28	0	0	11	1	0	0	218
TRAILER	PARK	***	1974	130	31	0	0	4	2	0	0	167
TRAILER	PARK	***	1973	58	22	0	0	5	2	0	0	87
TRAILER	PARK	***	1972	23	13	0	0	2	0	0	0	38
TRAILER	PARK	***	1971	19	4	0	0	1	0	0	0	24
TRAILER	PARK	***	1970	14	3	0	0	1	0	0	0	18
TRAILER	PARK	***	1969	11	1	0	0	0	0	0	0	12
TRAILER	PARK	***	1968	7	1	1	0	1	0	0	0	10
TRAILER	PARK	***	1967	2	1	0	0	0	0	0	0	3
TRAILER	PARK	***	1966	7	2	0	0	1	0	0	0	10
TRAILER	PARK	***	1965	7	1	0	0	0	0	0	0	8
TRAILER	PARK	***	1964	1	0	0	0	0	1	0	0	2
TRAILER	PARK	***	1963	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	1962	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	1960	1	0	0	0	0	0	0	0	1
TRAILER	PARK	***	1959	1	0	0	0	0	0	0	0	1
TRAILER	PARK	***	1958	1	0	0	0	0	0	0	0	1
TRAILER	PARK	***	1957	0	1	0	0	0	0	0	0	1
TRAILER	PARK	***	1956	2	0	0	0	0	0	0	0	2
TRAILER	PARK	***	1955	0	1	0	0	0	0	0	0	1
TRAILER	PASS	PP2	2022	127	3	0	0	0	0	0	0	130
TRAILER	PASS	PP2	2021	244	8	0	0	0	0	0	0	252
TRAILER	PASS	PP2	2020	95	3	0	0	1	0	0	0	99
TRAILER	PASS	PP2	2019	55	3	0	0	0	0	0	0	58
TRAILER	PASS	PP2	2018	40	3	0	0	0	0	0	0	43
TRAILER	PASS	PP2	2017	56	2	0	0	1	0	0	0	59
TRAILER	PASS	PP2	2016	84	2	0	0	1	0	0	0	87
TRAILER	PASS	PP2	2015	68	2	0	0	5	0	0	0	75
TRAILER	PASS	PP2	2014	49	0	1	0	1	1	0	0	52
TRAILER	PASS	PP2	2013	28	6	0	0	1	0	0	0	35
TRAILER	PASS	PP2	2012	13	0	0	0	0	0	0	0	13
TRAILER	PASS	PP2	2011	27	3	0	0	3	0	0	0	33
TRAILER	PASS	PP2	2010	14	5	0	0	0	0	0	0	19
TRAILER	PASS	PP2	2009	25	2	1	0	0	0	0	0	28
TRAILER	PASS	PP2	2008	15	0	0	0	2	0	0	0	17
TRAILER	PASS	PP2	2007	12	0	0	0	0	0	0	0	12
TRAILER	PASS	***	2023	2	0	0	0	0	0	0	0	2
TRAILER	PASS	***	2022	31	2	0	0	0	0	0	0	33
TRAILER	PASS	***	2021	68	1	0	0	0	0	0	0	69
TRAILER	PASS	***	2020	73	4	0	0	0	0	0	0	77
TRAILER	PASS	***	2019	141	8	0	0	4	0	0	0	153
TRAILER	PASS	***	2018	207	12	0	0	7	0	0	0	226
TRAILER	PASS	***	2017	141	11	0	0	2	0	0	0	154
TRAILER	PASS	***	2016	102	10	0	0	1	1	0	0	114
TRAILER	PASS	***	2015	71	7	0	0	4	0	0	0	82
TRAILER	PASS	***	2014	73	10	0	0	3	0	0	0	86
TRAILER	PASS	***	2013	75	8	0	0	1	0	0	0	84
TRAILER	PASS	***	2012	84	6	0	0	5	0	0	0	95
TRAILER	PASS	***	2011	104	10	0	0	6	0	0	0	120
TRAILER	PASS	***	2010	67	2	0	0	2	0	0	0	71
TRAILER	PASS	***	2009	56	6	0	0	0	0	0	0	62
TRAILER	PASS	***	2008	40	7	0	0	3	0	0	0	50
TRAILER	PASS	***	2007	16	1	0	0	1	0	0	0	18
TRAILER	PASS	***	1971	0	1	0	0	0	0	0	0	1
TRAILER	PAUL	***	2022	29	0	0	0	0	0	0	0	29
TRAILER	PAUL	***	2021	40	0	0	0	0	0	0	0	40
TRAILER	PAUL	***	2020	49	0	0	0	0	0	0	0	49
TRAILER	PAUL	***	2019	27	0	0	0	0	0	0	0	27
TRAILER	PAUL	***	2018	42	1	0	0	0	0	0	0	43
TRAILER	PAUL	***	2017	34	0	0	0	1	0	0	0	35
TRAILER	PAUL	***	2016	48	0	0	0	0	0	0	0	48
TRAILER	PAUL	***	2015	42	1	0	0	0	0	0	0	43
TRAILER	PAUL	***	2014	43	2	0	0	0	0	0	0	45
TRAILER	PAUL	***	2013	42	1	0	0	0	0	0	0	43
TRAILER	PAUL	***	2012	64	0	1	0	2	0	0	0	67
TRAILER	PAUL	***	2011	52	1	0	0	1	1	0	0	55
TRAILER	PAUL	***	2010	30	1	0	0	0	0	0	0	31
TRAILER	PAUL	***	2009	30	2	1	0	0	0	0	0	33
TRAILER	PAUL	***	2008	27	2	0	0	0	0	0	0	29
TRAILER	PAUL	***	2007	45	3	1	0	1	0	0	0	50
TRAILER	PAUL	***	2006	19	1	2	0	0	0	0	0	22
TRAILER	PAUL	***	2002	1	0	0	0	0	0	0	0	1
TRAILER	PAUL	***	2001	1	0	0	0	0	0	0	0	1
TRAILER	PAUL	***	1994	2	0	0	0	0	0	0	0	2
TRAILER	PAUL	***	1989	1	0	0	0	0	0	0	0	1
TRAILER	PAUL	***	1983	2	0	0	0	0	0	0	0	2
TRAILER	PAUL	***	1979	0	1	0	0	0	0	0	0	1
TRAILER	PAUL	***	1969	1	0	0	0	0	0	0	0	1
TRAILER	PEAC	PC5	2023	15	0	0	0	0	0	0	0	15
TRAILER	PEAC	PC5	2022	56	0	0	0	1	0	0	0	57
TRAILER	PEAC	PC5	2021	30	0	0	0	1	0	0	0	31
TRAILER	PEAC	PC5	2020	68	3	0	0	4	0	0	0	75
TRAILER	PEAC	PC5	2019	121	1	0	0	1	0	0	0	123
TRAILER	PEAC	PC5	2018	42	0	0	0	3	0	0	0	45
TRAILER	PEAC	PC5	2017	20	2	0	0	2	0	0	0	24
TRAILER	PEAC	PC6	2023	8	0	0	0	0	0	0	0	8
TRAILER	PEAC	PC6	2022	41	0	0	0	0	0	0	0	41
TRAILER	PEAC	PC6	2021	16	0	0	0	1	0	0	0	17
TRAILER	PEAC	PC6	2020	56	0	0	0	1	0	0	0	57
TRAILER	PEAC	PC6	2019	74	1	0	0	2	0	0	0	77
TRAILER	PEAC	PC6	2018	23	0	0	0	1	0	0	0	24
TRAILER	PEAC	PC6	2017	14	0	0	0	1	0	0	0	15
TRAILER	PEAC	PC7	2023	5	0	0	0	0	0	0	0	5
TRAILER	PEAC	PC7	2022	45	0	0	0	0	0	0	0	45
TRAILER	PEAC	PC7	2021	21	0	0	0	0	0	0	0	21
TRAILER	PEAC	PC7	2020	64	2	0	0	5	1	0	0	72
TRAILER	PEAC	PC7	2019	76	1	0	0	1	0	0	0	78
TRAILER	PEAC	PC7	2018	27	1	0	0	2	0	0	0	30
TRAILER	PEAC	PC7	2017	8	0	0	0	2	0	0	0	10
TRAILER	PEAC	***	2023	17	0	0	0	0	0	0	0	17
TRAILER	PEAC	***	2022	30	0	0	0	1	0	0	0	31
TRAILER	PEAC	***	2021	17	0	0	0	4	0	0	0	21
TRAILER	PEAC	***	2020	55	1	0	0	4	0	0	0	60
TRAILER	PEAC	***	2019	74	2	0	0	1	1	0	0	78
TRAILER	PEAC	***	2018	28	1	0	0	1	0	0	0	30
TRAILER	PEAC	***	2017	16	2	0	0	3	0	0	0	21
TRAILER	PEAC	***	1986	1	0	0	0	0	0	0	0	1
TRAILER	PEAC	***	1984	1	0	0	0	0	0	0	0	1
TRAILER	PEAC	***	1982	1	1	0	0	0	0	0	0	2
TRAILER	PEAC	***	1981	2	3	0	0	0	0	0	0	5
TRAILER	PHOE	***	2023	10	1	0	0	0	0	0	0	11
TRAILER	PHOE	***	2022	48	2	0	0	0	0	0	0	50
TRAILER	PHOE	***	2021	26	1	0	0	0	0	0	0	27
TRAILER	PHOE	***	2020	21	0	0	0	0	0	0	0	21
TRAILER	PHOE	***	2019	25	0	0	0	0	0	0	0	25
TRAILER	PHOE	***	2018	41	3	0	0	1	0	0	0	45
TRAILER	PHOE	***	2017	33	3	0	0	0	0	0	0	36
TRAILER	PHOE	***	2016	25	2	0	0	2	1	0	0	30
TRAILER	PHOE	***	2015	81	12	0	0	5	1	0	0	99
TRAILER	PHOE	***	2014	116	6	0	0	2	0	0	0	124
TRAILER	PHOE	***	2013	176	13	0	0	7	1	0	0	197
TRAILER	PHOE	***	2012	162	15	0	0	2	0	0	0	179
TRAILER	PHOE	***	2011	72	8	0	0	3	0	0	0	83
TRAILER	PHOE	***	2010	39	3	0	0	1	0	0	0	43
TRAILER	PHOE	***	2009	9	2	0	0	1	0	0	0	12
TRAILER	PHOE	***	2008	19	5	0	0	2	0	0	0	26
TRAILER	PHOE	***	2006	2	0	0	0	0	0	0	0	2
TRAILER	PHOE	***	2003	1	0	0	0	1	0	0	0	2
TRAILER	PHOE	***	2000	2	2	0	0	0	0	0	0	4
TRAILER	PHOE	***	1999	8	2	0	0	0	0	0	0	10
TRAILER	PHOE	***	1998	23	6	0	0	0	0	0	0	29
TRAILER	PHOE	***	1997	21	2	0	0	1	1	0	0	25
TRAILER	PHOE	***	1996	2	0	0	0	0	0	0	0	2
TRAILER	PHOE	***	1995	1	0	0	0	0	0	0	0	1
TRAILER	PHOE	***	1994	1	0	0	0	0	0	0	0	1
TRAILER	PHOE	***	1993	4	0	0	0	0	0	0	0	4
TRAILER	PHOE	***	1990	2	0	0	0	1	0	0	0	3
TRAILER	PHOE	***	1975	0	1	0	0	0	0	0	0	1
TRAILER	PHOE	***	1973	1	0	0	0	0	0	0	0	1
TRAILER	PHOE	***	1972	0	1	0	0	0	0	0	0	1
TRAILER	PHOE	***	1970	2	0	0	0	0	0	0	0	2
TRAILER	PHOE	***	1969	4	6	0	0	0	0	0	0	10
TRAILER	PHOE	***	1968	3	4	0	0	0	0	0	0	7
TRAILER	PHOE	***	1967	4	2	0	0	0	0	0	0	6
TRAILER	PHOE	***	1966	2	2	0	0	0	0	0	0	4
TRAILER	PHOE	***	1965	2	0	0	0	1	0	0	0	3
TRAILER	PHOE	***	1964	1	3	0	1	0	1	0	0	6
TRAILER	PHOE	***	1963	4	1	0	0	0	0	0	0	5
TRAILER	PHOE	***	1962	1	1	0	0	0	0	0	0	2
TRAILER	PHOE	***	1961	2	0	0	0	0	0	0	0	2
TRAILER	PHOE	***	1960	1	0	0	0	0	0	0	0	1
TRAILER	PI	BH2	2022	138	2	0	0	0	0	0	0	140
TRAILER	PI	BH2	2021	65	2	0	0	0	0	0	0	67
TRAILER	PI	BH2	2019	81	1	0	0	0	0	0	0	82
TRAILER	PI	BH2	2018	83	7	0	0	3	0	0	0	93
TRAILER	PI	BH2	2017	20	2	0	0	0	0	0	0	22
TRAILER	PI	BH2	2016	5	0	0	0	0	0	0	0	5
TRAILER	PI	BH2	2015	1	0	0	0	0	0	0	0	1
TRAILER	PI	BH2	2014	7	0	0	0	0	0	0	0	7
TRAILER	PI	BH2	2013	9	0	0	0	0	0	0	0	9
TRAILER	PI	DS3	2022	60	0	0	0	0	0	0	0	60
TRAILER	PI	DS3	2020	53	3	0	0	1	0	0	0	57
TRAILER	PI	DS3	2019	49	5	0	0	0	0	0	0	54
TRAILER	PI	DS3	2018	55	6	0	0	1	0	0	0	62
TRAILER	PI	DS3	2017	25	2	0	0	1	0	0	0	28
TRAILER	PI	***	2023	7	0	0	0	0	0	0	0	7
TRAILER	PI	***	2022	4	0	0	0	0	0	0	0	4
TRAILER	PI	***	2021	10	0	0	0	0	0	0	0	10
TRAILER	PI	***	2020	109	2	0	0	1	0	0	0	112
TRAILER	PI	***	2019	60	2	0	0	2	0	0	0	64
TRAILER	PI	***	2018	78	7	0	0	2	0	0	0	87
TRAILER	PI	***	2017	13	1	0	0	0	0	0	0	14
TRAILER	PI	***	2016	11	1	0	0	0	0	0	0	12
TRAILER	PI	***	2014	4	0	0	0	0	0	0	0	4
TRAILER	PI	***	2013	12	3	0	0	0	0	0	0	15
TRAILER	PILG	***	2016	0	0	0	0	1	0	0	0	1
TRAILER	PILG	***	2009	43	14	0	0	2	0	0	0	59
TRAILER	PILG	***	2008	128	20	1	0	9	1	0	0	159
TRAILER	PILG	***	2007	132	39	3	0	9	1	0	0	184
TRAILER	PILG	***	2006	102	30	0	0	5	1	0	0	138
TRAILER	PILG	***	2005	118	34	1	0	6	0	0	0	159
TRAILER	PILG	***	2004	1	1	0	0	0	0	0	0	2
TRAILER	PILG	***	2003	1	0	0	0	0	0	0	0	1
TRAILER	PILG	***	1978	0	1	0	0	0	0	0	0	1
TRAILER	PILG	***	1977	3	1	0	0	0	0	0	0	4
TRAILER	PILG	***	1975	4	0	0	0	0	0	0	0	4
TRAILER	PION	***	2021	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	2019	3	1	0	0	0	0	0	0	4
TRAILER	PION	***	2018	2	0	0	0	0	0	0	0	2
TRAILER	PION	***	2017	8	1	0	0	0	0	0	0	9
TRAILER	PION	***	2016	48	11	0	0	1	0	0	0	60
TRAILER	PION	***	2015	4	0	0	0	0	0	0	0	4
TRAILER	PION	***	2014	126	24	0	0	0	0	0	0	150
TRAILER	PION	***	2013	11	3	0	0	1	0	0	0	15
TRAILER	PION	***	2011	2	0	0	0	1	0	0	0	3
TRAILER	PION	***	2009	4	1	0	0	0	0	0	0	5
TRAILER	PION	***	2008	18	0	0	0	0	0	0	0	18
TRAILER	PION	***	2007	160	32	2	0	5	2	0	0	201
TRAILER	PION	***	2006	3	3	0	0	0	0	0	0	6
TRAILER	PION	***	2005	6	1	0	0	0	0	0	0	7
TRAILER	PION	***	2004	479	126	5	0	26	3	0	0	639
TRAILER	PION	***	2003	11	2	0	0	0	0	0	0	13
TRAILER	PION	***	2002	7	0	0	0	0	0	0	0	7
TRAILER	PION	***	2001	5	2	0	0	0	0	0	0	7
TRAILER	PION	***	1993	2	0	0	0	0	0	0	0	2
TRAILER	PION	***	1992	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	1991	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	1985	2	2	0	0	0	0	0	0	4
TRAILER	PION	***	1984	9	0	0	0	1	0	0	0	10
TRAILER	PION	***	1983	10	1	0	0	0	0	0	0	11
TRAILER	PION	***	1982	5	0	0	0	0	0	0	0	5
TRAILER	PION	***	1980	7	1	0	0	0	0	0	0	8
TRAILER	PION	***	1979	2	0	0	0	1	0	0	0	3
TRAILER	PION	***	1976	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	1974	1	0	0	1	0	0	0	0	2
TRAILER	PION	***	1973	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	1971	1	0	0	0	0	0	0	0	1
TRAILER	PION	***	1969	2	0	0	0	0	0	0	0	2
TRAILER	PION	***	1968	2	1	0	0	0	0	0	0	3
TRAILER	PION	***	1967	3	0	0	0	0	0	0	0	3
TRAILER	PION	***	1966	5	0	0	0	0	0	0	0	5
TRAILER	PION	***	1965	1	1	0	0	0	0	0	0	2
TRAILER	PION	***	1900	0	1	0	0	0	0	0	0	1
TRAILER	PJ	U71	2022	1	0	0	0	0	0	0	0	1
TRAILER	PJ	U71	2021	10	0	0	0	0	0	0	0	10
TRAILER	PJ	U71	2020	7	0	0	0	0	0	0	0	7
TRAILER	PJ	U71	2019	17	0	0	0	0	0	0	0	17
TRAILER	PJ	U71	2018	26	0	0	0	0	0	0	0	26
TRAILER	PJ	U71	2017	22	0	0	0	0	0	0	0	22
TRAILER	PJ	U71	2016	18	0	0	0	0	0	0	0	18
TRAILER	PJ	U71	2015	23	1	0	0	1	0	0	0	25
TRAILER	PJ	U71	2014	10	0	0	0	0	0	0	0	10
TRAILER	PJ	U71	2013	15	1	0	0	0	0	0	0	16
TRAILER	PJ	U71	2012	16	1	0	0	0	0	0	0	17
TRAILER	PJ	U71	2011	53	0	0	0	1	0	0	0	54
TRAILER	PJ	U71	2010	8	0	0	0	0	0	0	0	8
TRAILER	PJ	U71	2009	10	1	1	0	0	0	0	0	12
TRAILER	PJ	U71	2008	21	0	0	0	0	0	0	0	21
TRAILER	PJ	U71	2007	5	0	0	0	1	0	0	0	6
TRAILER	PJ	U81	2022	2	0	0	0	0	0	0	0	2
TRAILER	PJ	U81	2021	5	0	0	0	0	0	0	0	5
TRAILER	PJ	U81	2020	12	0	0	0	0	0	0	0	12
TRAILER	PJ	U81	2019	10	0	0	0	0	0	0	0	10
TRAILER	PJ	U81	2018	28	0	0	0	0	0	0	0	28
TRAILER	PJ	U81	2017	22	0	0	0	0	0	0	0	22
TRAILER	PJ	U81	2016	11	1	0	0	0	0	0	0	12
TRAILER	PJ	U81	2015	23	1	0	0	0	0	0	0	24
TRAILER	PJ	U81	2014	5	1	0	0	0	0	0	0	6
TRAILER	PJ	U81	2013	17	0	0	0	0	0	0	0	17
TRAILER	PJ	U81	2012	23	1	0	0	0	0	0	0	24
TRAILER	PJ	U81	2011	19	1	0	0	0	0	0	0	20
TRAILER	PJ	U81	2010	6	0	0	0	0	0	0	0	6
TRAILER	PJ	U81	2009	4	0	0	0	0	0	0	0	4
TRAILER	PJ	U81	2008	19	1	0	0	1	0	0	0	21
TRAILER	PJ	U81	2007	7	0	0	0	0	0	0	0	7
TRAILER	PJ	***	2023	4	0	0	0	0	0	0	0	4
TRAILER	PJ	***	2022	97	0	0	0	0	0	0	0	97
TRAILER	PJ	***	2021	34	0	1	0	0	0	0	0	35
TRAILER	PJ	***	2020	99	3	0	0	0	0	0	0	102
TRAILER	PJ	***	2019	139	2	0	0	2	0	0	0	143
TRAILER	PJ	***	2018	187	1	0	0	1	0	0	0	189
TRAILER	PJ	***	2017	161	3	1	0	2	0	0	0	167
TRAILER	PJ	***	2016	97	2	0	0	2	0	0	0	101
TRAILER	PJ	***	2015	174	5	2	0	6	0	0	0	187
TRAILER	PJ	***	2014	175	12	0	0	4	1	0	0	192
TRAILER	PJ	***	2013	170	8	0	0	5	0	0	0	183
TRAILER	PJ	***	2012	181	6	0	0	1	0	0	0	188
TRAILER	PJ	***	2011	193	7	2	0	3	1	0	0	206
TRAILER	PJ	***	2010	193	13	0	0	7	0	0	0	213
TRAILER	PJ	***	2009	140	6	1	0	3	0	0	0	150
TRAILER	PJ	***	2008	359	14	7	0	16	5	0	0	401
TRAILER	PJ	***	2007	311	13	1	0	7	1	0	0	333
TRAILER	PJ	***	2006	99	6	0	0	2	1	0	0	108
TRAILER	PJ	***	2005	123	7	0	0	1	1	0	0	132
TRAILER	PJ	***	2004	66	2	0	0	2	1	0	0	71
TRAILER	PJ	***	2003	48	6	0	0	1	0	0	0	55
TRAILER	PJ	***	2002	54	6	0	0	0	1	0	0	61
TRAILER	PJ	***	2001	7	0	1	0	0	0	0	0	8
TRAILER	PJ	***	2000	9	3	0	0	0	1	0	0	13
TRAILER	PJ	***	1999	8	0	0	0	0	1	0	0	9
TRAILER	PJ	***	1998	9	0	0	0	0	0	0	0	9
TRAILER	PJ	***	1997	4	0	0	0	1	0	0	0	5
TRAILER	PJ	***	1996	4	0	0	0	1	0	0	0	5
TRAILER	PJ	***	1995	12	0	0	0	1	0	0	0	13
TRAILER	PJ	***	1994	9	1	0	0	0	1	0	0	11
TRAILER	PJ	***	1993	6	1	0	0	0	0	0	0	7
TRAILER	PJ	***	1992	7	3	0	0	0	0	0	0	10
TRAILER	PJ	***	1991	7	0	0	0	0	0	0	0	7
TRAILER	PJ	***	1988	0	1	0	0	0	0	0	0	1
TRAILER	PJ	***	1985	1	0	0	0	0	0	0	0	1
TRAILER	PJTR	SA1	2008	19	0	0	0	0	0	0	0	19
TRAILER	PJTR	SA1	2007	58	0	0	0	0	0	0	0	58
TRAILER	PJTR	SA1	2006	6	0	0	0	0	0	0	0	6
TRAILER	PJTR	SA1	2005	62	0	0	0	0	0	0	0	62
TRAILER	PJTR	SA1	2004	61	2	0	0	1	0	0	0	64
TRAILER	PJTR	SA1	2003	2	0	0	0	0	0	0	0	2
TRAILER	PJTR	SA1	2002	3	1	0	0	0	0	0	0	4
TRAILER	PJTR	SA1	2001	2	0	0	0	0	0	0	0	2
TRAILER	PJTR	SA1	2000	2	0	0	0	0	0	0	0	2
TRAILER	PJTR	U71	2021	22	0	1	0	0	0	0	0	23
TRAILER	PJTR	U71	2020	8	0	0	0	0	0	0	0	8
TRAILER	PJTR	U71	2019	26	0	0	0	0	0	0	0	26
TRAILER	PJTR	U71	2018	11	0	0	0	0	0	0	0	11
TRAILER	PJTR	U71	2017	15	0	0	0	0	0	0	0	15
TRAILER	PJTR	U71	2016	16	0	0	0	0	0	0	0	16
TRAILER	PJTR	U71	2015	70	1	0	0	0	0	0	0	71
TRAILER	PJTR	U71	2014	76	4	0	0	1	0	0	0	81
TRAILER	PJTR	U71	2013	48	2	0	0	0	0	0	0	50
TRAILER	PJTR	U71	2012	20	2	0	0	0	0	0	0	22
TRAILER	PJTR	U71	2011	5	0	0	0	0	0	0	0	5
TRAILER	PJTR	U71	2010	89	5	1	0	0	0	0	0	95
TRAILER	PJTR	U71	2009	20	1	0	0	1	0	0	0	22
TRAILER	PJTR	U71	2008	32	0	1	0	0	0	0	0	33
TRAILER	PJTR	U71	2007	6	1	0	0	0	0	0	0	7
TRAILER	PJTR	U81	2021	12	0	0	0	0	0	0	0	12
TRAILER	PJTR	U81	2020	12	0	0	0	0	0	0	0	12
TRAILER	PJTR	U81	2019	24	0	0	0	0	0	0	0	24
TRAILER	PJTR	U81	2018	32	1	0	0	0	0	0	0	33
TRAILER	PJTR	U81	2017	15	0	0	0	0	0	0	0	15
TRAILER	PJTR	U81	2016	31	1	0	0	0	0	0	0	32
TRAILER	PJTR	U81	2015	56	1	0	0	1	0	0	0	58
TRAILER	PJTR	U81	2014	82	4	0	0	0	0	0	0	86
TRAILER	PJTR	U81	2013	68	2	0	0	1	0	0	0	71
TRAILER	PJTR	U81	2012	39	1	0	0	0	0	0	0	40
TRAILER	PJTR	U81	2011	68	2	0	0	1	1	0	0	72
TRAILER	PJTR	U81	2010	77	3	0	0	1	0	0	0	81
TRAILER	PJTR	U81	2009	13	0	0	0	0	0	0	0	13
TRAILER	PJTR	U81	2008	27	4	0	0	1	0	0	0	32
TRAILER	PJTR	U81	2007	11	0	0	0	0	0	0	0	11
TRAILER	PJTR	***	2023	29	0	0	0	0	0	0	0	29
TRAILER	PJTR	***	2022	150	1	0	0	0	0	0	0	151
TRAILER	PJTR	***	2021	72	2	0	0	0	0	0	0	74
TRAILER	PJTR	***	2020	113	1	1	0	1	0	0	0	116
TRAILER	PJTR	***	2019	83	0	0	0	1	0	0	0	84
TRAILER	PJTR	***	2018	92	2	0	0	0	0	0	0	94
TRAILER	PJTR	***	2017	84	6	0	0	2	0	0	0	92
TRAILER	PJTR	***	2016	76	2	0	0	1	1	0	0	80
TRAILER	PJTR	***	2015	200	2	1	0	0	0	0	0	203
TRAILER	PJTR	***	2014	339	10	1	0	5	0	0	0	355
TRAILER	PJTR	***	2013	314	8	1	0	3	0	0	0	326
TRAILER	PJTR	***	2012	170	5	0	0	2	1	0	0	178
TRAILER	PJTR	***	2011	167	4	2	0	5	0	0	0	178
TRAILER	PJTR	***	2010	194	9	1	0	6	0	0	0	210
TRAILER	PJTR	***	2009	78	4	0	0	4	0	0	0	86
TRAILER	PJTR	***	2008	245	14	1	0	11	0	0	0	271
TRAILER	PJTR	***	2007	273	9	1	0	2	5	0	0	290
TRAILER	PJTR	***	2006	81	6	0	0	1	0	0	0	88
TRAILER	PJTR	***	2005	88	4	0	0	1	0	0	0	93
TRAILER	PJTR	***	2004	43	3	0	0	0	0	0	0	46
TRAILER	PJTR	***	2003	49	4	0	0	3	0	0	0	56
TRAILER	PJTR	***	2002	45	5	0	0	0	0	0	0	50
TRAILER	PJTR	***	2001	18	1	0	0	0	0	0	0	19
TRAILER	PJTR	***	2000	23	0	0	0	2	0	0	0	25
TRAILER	PJTR	***	1999	11	1	0	0	0	0	0	0	12
TRAILER	PJTR	***	1998	11	1	1	0	0	0	0	0	13
TRAILER	PJTR	***	1997	7	2	0	0	0	0	0	0	9
TRAILER	PJTR	***	1996	15	0	0	0	0	0	0	0	15
TRAILER	PJTR	***	1995	9	1	0	0	0	0	0	0	10
TRAILER	PJTR	***	1994	12	0	0	0	0	0	0	0	12
TRAILER	PJTR	***	1993	5	1	0	0	0	0	0	0	6
TRAILER	PJTR	***	1992	2	0	0	0	0	0	0	0	2
TRAILER	PJTR	***	1991	9	0	0	0	0	0	0	0	9
TRAILER	POLA	SRJ	2023	13	1	0	0	0	0	0	0	14
TRAILER	POLA	SRJ	2022	21	0	0	0	5	1	0	0	27
TRAILER	POLA	SRJ	2021	6	0	0	0	2	0	0	0	8
TRAILER	POLA	SRJ	2020	8	0	0	0	0	0	0	0	8
TRAILER	POLA	SRJ	2019	29	0	0	0	0	0	0	0	29
TRAILER	POLA	SRJ	2018	2	0	0	0	0	0	0	0	2
TRAILER	POLA	SRJ	2017	2	0	0	0	0	0	0	0	2
TRAILER	POLA	SRJ	2016	16	1	0	0	2	12	0	0	31
TRAILER	POLA	SRJ	2015	23	0	0	0	0	1	0	0	24
TRAILER	POLA	SRJ	2014	33	1	0	0	2	1	0	0	37
TRAILER	POLA	SRJ	2011	20	3	0	0	0	0	0	0	23
